CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,pha
0.0447,0.0447,5.45,5.44,25.5,47.0,0
0.03922,0.03916,16.12,16.12,21.9,250.0,1
0.02587,0.02586,8.36,8.35,22.3,210.0,0
0.0088,0.00148,10.38,10.35,32.0,2.4,1
0.03182,0.02923,17.1,17.1,22.0,240.0,1
0.00505,0.00216,14.29,14.25,30.5,4.8,1
0.03223,0.00775,4.34,4.32,25.7,43.0,1
0.04943,0.04943,11.57,11.56,20.9,400.0,1
0.04401,0.02898,9.71,9.71,23.6,110.0,0
0.03383,0.00959,7.73,7.72,27.4,20.0,1
0.04515,0.04079,22.46,22.45,22.7,170.0,0
0.02484,0.01001,9.15,9.14,26.3,33.0,0
0.03808,0.03803,7.58,7.57,27.4,20.0,0
0.03701,0.03608,4.47,4.45,25.3,52.0,0
0.02563,0.02563,4.98,4.96,26.3,33.0,0
0.04385,0.04132,7.47,7.46,26.9,25.0,0
0.03936,0.03862,13.64,13.63,22.6,180.0,0
0.04588,0.04557,11.37,11.36,24.7,69.0,0
0.0283,0.02818,6.69,6.68,23.9,99.0,0
0.02864,0.00822,3.74,3.72,26.9,25.0,1
0.03817,0.03785,13.25,13.25,21.8,260.0,1
0.04257,0.04257,13.42,13.41,21.1,350.0,1
0.0047,0.00336,9.46,9.4,27.6,18.0,1
0.03362,0.02413,8.25,8.24,22.1,230.0,0
0.04449,0.04362,4.04,4.02,24.9,62.0,0
0.01299,0.0126,4.93,4.89,23.5,120.0,0
0.03455,0.03453,6.65,6.64,26.4,31.0,0
0.0497,0.0497,15.19,15.19,20.0,600.0,1
0.0265,0.02626,3.52,3.49,25.0,59.0,0
0.03251,0.02951,7.52,7.51,26.2,34.0,0
0.00223,0.00219,9.15,9.01,22.9,160.0,1
0.03766,0.03764,12.34,12.34,20.7,430.0,1
0.03104,0.03103,8.2,8.19,25.2,54.0,0
0.02984,0.02655,6.28,6.27,24.8,65.0,0
0.01889,0.00608,9.65,9.64,25.4,49.0,1
0.04162,0.04162,19.52,19.52,21.0,370.0,1
0.04908,0.04875,7.1,7.1,21.0,380.0,1
0.03891,0.03369,13.7,13.7,22.8,170.0,0
0.04748,0.04748,13.84,13.83,21.8,260.0,1
0.03457,0.0176,13.98,13.98,21.6,280.0,1
0.04019,0.02031,4.07,4.06,27.0,24.0,0
0.03345,0.03278,13.11,13.1,23.2,140.0,0
0.02893,0.02697,12.64,12.63,21.8,270.0,1
0.04063,0.01569,10.93,10.93,25.6,45.0,0
0.02202,0.02088,7.93,7.92,24.6,71.0,0
0.02215,0.01942,8.43,8.42,23.3,130.0,0
0.02455,0.00607,12.61,12.6,22.6,180.0,1
0.02133,0.02133,10.23,10.22,24.8,65.0,0
0.02759,0.02516,22.44,22.44,20.4,490.0,1
0.01865,0.01865,6.85,6.83,25.9,39.0,0
0.0401,0.00604,10.58,10.58,26.3,32.0,1
0.04516,0.04515,8.63,8.63,23.3,130.0,0
0.03331,0.0333,11.22,11.22,21.7,270.0,1
0.03244,0.00944,6.57,6.56,27.6,18.0,1
0.03927,0.0391,11.82,11.81,24.4,78.0,0
0.03915,0.03906,14.11,14.11,19.9,620.0,1
0.03567,0.03565,26.69,26.69,19.9,630.0,1
0.03226,0.00439,17.08,17.07,26.9,25.0,1
0.03392,0.00694,9.1,9.09,26.5,30.0,1
0.04456,0.04456,9.88,9.88,23.9,99.0,0
0.03238,0.03069,3.67,3.65,24.4,78.0,0
0.01431,0.01413,13.05,13.03,24.1,90.0,0
0.03399,0.02736,7.75,7.74,27.4,20.0,0
0.04597,0.04597,13.98,13.98,20.3,520.0,1
0.04658,0.03359,10.16,10.16,24.6,71.0,0
0.01764,0.01705,5.3,5.27,25.5,47.0,0
0.04249,0.03495,9.11,9.1,25.3,52.0,0
0.02743,0.02706,6.58,6.56,24.6,71.0,0
0.0294,0.02645,9.63,9.62,26.9,25.0,0
0.03233,0.03205,7.27,7.26,23.6,110.0,0
0.01466,0.0067,4.6,4.56,25.1,56.0,1
0.0413,0.02217,16.27,16.27,25.1,56.0,0
0.02358,0.0046,19.85,19.85,26.1,36.0,1
0.01934,0.00787,6.58,6.56,26.7,27.0,1
0.01383,0.01179,8.91,8.89,23.0,150.0,0
0.03305,0.03225,21.64,21.63,20.0,590.0,1
0.04015,0.04011,11.56,11.56,22.5,190.0,0
0.03719,0.03693,19.52,19.51,22.0,230.0,1
0.04442,0.0444,8.95,8.94,22.1,230.0,0
0.03437,0.03403,5.19,5.18,26.0,38.0,0
0.04089,0.03853,8.87,8.86,23.9,99.0,0
0.04152,0.01547,12.92,12.91,27.5,19.0,0
0.04105,0.04105,11.14,11.13,22.6,180.0,0
0.04841,0.04834,15.03,15.03,21.9,250.0,1
0.03546,0.03514,7.3,7.29,24.9,61.0,0
0.01953,0.01948,4.94,4.91,22.8,160.0,0
0.03663,0.03663,22.15,22.15,22.0,240.0,1
0.03364,0.01889,10.93,10.92,20.8,400.0,1
0.04264,0.04261,18.28,18.27,21.6,280.0,1
0.04313,0.03211,8.04,8.04,25.5,47.0,0
0.0431,0.04114,2.65,2.63,25.1,57.0,0
0.00534,0.00233,15.58,15.54,25.5,47.0,1
0.01635,0.00986,7.1,7.08,26.4,31.0,1
0.0495,0.04949,14.06,14.06,21.7,270.0,1
0.02257,0.01368,11.61,11.6,24.4,78.0,0
0.0174,0.01661,7.64,7.62,23.0,150.0,0
0.04594,0.04575,13.58,13.58,20.8,410.0,1
0.04489,0.03975,14.31,14.31,22.8,160.0,0
0.02838,0.02838,9.88,9.87,22.8,160.0,0
0.04973,0.0337,14.27,14.27,21.3,330.0,1
0.02905,0.02898,11.09,11.08,20.5,470.0,1
0.03651,0.03648,16.21,16.21,21.2,340.0,1
0.01579,0.01578,6.03,6.0,20.0,600.0,1
0.02304,0.02298,12.35,12.34,21.9,250.0,1
0.02785,0.02699,14.82,14.82,22.0,240.0,1
0.01632,0.00515,16.13,16.12,25.0,59.0,1
0.02544,0.02533,10.38,10.37,21.1,360.0,1
0.0416,0.0416,3.83,3.81,24.1,90.0,0
0.03674,0.03604,11.17,11.16,25.7,43.0,0
0.03531,0.03531,30.54,30.54,19.9,630.0,1
0.02014,0.02014,6.91,6.89,25.9,39.0,0
0.02857,0.02811,7.04,7.02,21.7,270.0,1
0.04173,0.00435,7.19,7.18,25.4,49.0,1
0.03173,0.01692,11.0,10.99,23.6,110.0,0
0.04756,0.04748,7.87,7.87,19.4,780.0,1
0.04541,0.04541,9.64,9.64,22.8,160.0,0
0.01018,0.01013,15.18,15.17,21.9,250.0,1
0.03409,0.03003,11.07,11.06,25.5,47.0,0
0.02323,0.00344,6.0,5.98,23.6,110.0,1
0.02304,0.00258,8.29,8.28,24.9,62.0,1
0.0342,0.03114,10.18,10.18,22.2,220.0,0
0.04165,0.02547,9.6,9.6,24.6,70.0,0
0.04678,0.04052,19.28,19.28,23.7,110.0,0
0.04009,0.03542,13.98,13.97,21.8,260.0,1
0.03643,0.03462,13.25,13.25,25.1,57.0,0
0.03827,0.03804,12.45,12.44,24.1,90.0,0
0.04118,0.04108,7.76,7.75,22.9,150.0,0
0.00875,0.00873,7.97,7.93,24.1,90.0,1
0.04316,0.00773,7.47,7.46,27.4,20.0,1
0.02049,0.02003,9.81,9.8,19.9,630.0,1
0.04649,0.04647,7.59,7.58,22.8,160.0,0
0.02703,0.02161,17.03,17.02,22.8,160.0,0
0.03952,0.03951,5.44,5.43,26.3,33.0,0
0.01817,0.01778,1.42,1.31,26.9,25.0,0
0.04215,0.0421,19.0,19.0,19.7,680.0,1
0.02932,0.02932,14.48,14.48,20.7,440.0,1
0.00198,0.00198,12.3,12.19,21.1,350.0,1
0.01154,0.01153,9.18,9.15,27.3,21.0,0
0.04384,0.03064,10.46,10.46,27.6,18.0,0
0.03445,0.03445,9.19,9.18,24.1,89.0,0
0.04741,0.01582,3.95,3.94,27.1,23.0,0
0.04957,0.04954,22.36,22.36,21.5,300.0,1
0.00706,0.00104,8.74,8.7,29.2,8.6,1
0.0235,0.01992,7.32,7.3,25.1,57.0,0
0.02739,0.02738,25.36,25.35,21.7,280.0,1
0.03629,0.03224,8.85,8.84,26.1,36.0,0
0.04294,0.04294,25.13,25.13,20.4,500.0,1
0.03505,0.00527,14.34,14.34,26.8,26.0,1
0.03956,0.03396,6.85,6.84,24.8,65.0,0
0.00719,0.00719,25.99,25.98,22.5,190.0,1
0.02606,0.00827,35.54,35.53,19.7,680.0,1
0.03219,0.03165,5.24,5.23,24.2,86.0,0
0.02351,0.00491,20.33,20.33,23.6,110.0,1
0.03092,0.00506,5.59,5.57,25.7,43.0,1
0.02697,0.02693,15.32,15.31,20.0,590.0,1
0.02952,0.02952,11.15,11.14,21.2,340.0,1
0.0287,0.0287,11.87,11.86,21.9,250.0,1
0.00846,0.00842,15.45,15.43,21.2,340.0,1
0.03111,0.0311,4.27,4.25,21.6,280.0,1
0.03672,0.02847,6.81,6.8,23.3,130.0,0
0.04633,0.04632,14.85,14.85,20.6,460.0,1
0.03765,0.03404,9.48,9.47,23.9,99.0,0
0.02118,0.00125,9.52,9.5,29.6,7.3,1
0.00614,0.00605,4.78,4.69,26.8,26.0,1
0.04992,0.04806,18.46,18.45,21.9,240.0,1
0.0366,0.03659,4.38,4.36,21.4,310.0,1
0.04338,0.04334,5.66,5.65,21.2,350.0,1
0.0368,0.03531,10.94,10.93,27.1,23.0,0
0.04619,0.04615,8.11,8.1,26.8,25.0,0
0.03442,0.03441,7.35,7.34,25.9,39.0,0
0.03345,0.00277,16.88,16.88,23.4,130.0,1
0.02574,0.01248,16.25,16.24,25.1,57.0,0
0.01139,0.00816,9.87,9.85,26.3,32.0,1
0.02433,0.01872,12.97,12.96,25.6,45.0,0
0.03029,0.00693,13.16,13.15,25.0,59.0,1
0.03337,0.03236,7.13,7.12,24.5,75.0,0
0.03994,0.0219,14.18,14.18,29.6,7.1,0
0.01179,0.00947,10.91,10.89,22.6,180.0,1
0.00944,0.00943,6.91,6.87,26.4,31.0,1
0.02346,0.02337,5.77,5.75,24.9,62.0,0
0.02171,0.01554,5.45,5.42,25.0,59.0,0
0.04537,0.04536,8.05,8.04,20.9,390.0,1
0.03597,0.02171,12.2,12.19,21.7,280.0,1
0.0336,0.03357,7.37,7.36,19.9,610.0,1
0.02352,0.02323,15.63,15.62,24.0,96.0,0
0.00424,2.9e-06,9.27,9.2,27.1,23.0,1
0.02863,0.02863,9.12,9.11,23.3,130.0,0
0.02902,0.02284,2.86,2.83,26.7,27.0,0
0.04355,0.04354,20.34,20.34,20.2,540.0,1
0.04408,0.02186,4.74,4.73,25.6,46.0,0
0.04794,0.04793,6.47,6.46,25.3,52.0,0
0.03629,0.03597,8.83,8.82,22.2,220.0,0
0.04327,0.01224,9.53,9.53,25.5,47.0,0
0.0093,0.0093,8.69,8.65,24.1,89.0,1
0.03759,0.0081,8.68,8.67,23.4,120.0,1
0.03606,0.00724,11.75,11.74,23.8,100.0,1
0.01989,0.01242,6.97,6.96,27.1,23.0,0
0.03378,0.03209,16.96,16.96,27.4,20.0,0
0.00862,0.00529,3.45,3.36,28.0,15.0,1
0.04873,0.04272,6.9,6.89,26.8,26.0,0
0.02967,0.0296,15.6,15.59,26.4,31.0,0
0.02032,0.00603,8.56,8.55,25.4,49.0,1
0.03235,0.03219,9.23,9.22,21.6,280.0,1
0.03155,0.03154,13.61,13.61,23.2,140.0,0
0.03441,0.01585,15.94,15.94,23.2,140.0,0
0.04919,0.04888,11.73,11.72,22.2,220.0,0
0.03541,0.03541,18.87,18.87,20.1,560.0,1
0.00921,0.00884,10.26,10.23,21.8,260.0,1
0.04893,0.04793,11.77,11.77,22.9,160.0,0
0.04049,0.04049,5.62,5.6,24.4,78.0,0
0.03891,0.0388,17.22,17.21,21.6,290.0,1
0.04686,0.04684,20.79,20.79,19.1,900.0,1
0.04604,0.046,7.77,7.76,22.3,210.0,0
0.03065,0.03064,8.09,8.08,21.9,250.0,1
0.01802,0.009,6.45,6.43,27.6,18.0,1
0.02137,0.02135,12.8,12.79,24.8,65.0,0
0.04003,0.03999,34.17,34.17,19.1,910.0,1
0.03775,0.02866,10.04,10.03,22.9,160.0,0
0.02828,0.0263,13.1,13.09,25.8,41.0,0
0.02668,0.00018,14.85,14.84,25.3,52.0,1
0.04541,0.04491,9.57,9.56,25.3,52.0,0
0.03538,0.02511,18.25,18.24,22.2,220.0,0
0.02092,0.02021,13.76,13.75,22.0,240.0,1
0.01925,0.01214,17.93,17.93,23.9,99.0,0
0.02345,0.02345,8.66,8.65,20.5,460.0,1
0.0216,0.02037,10.64,10.63,24.7,68.0,0
0.04177,0.04024,8.12,8.11,20.0,590.0,1
0.00252,0.0014,12.45,12.36,24.3,84.0,1
0.00906,0.00903,18.18,18.17,19.9,620.0,1
0.04455,0.04421,32.74,32.74,20.5,470.0,1
0.03298,0.03293,5.06,5.05,26.6,28.0,0
0.04943,0.04561,7.78,7.78,24.5,75.0,0
0.0252,0.02269,7.79,7.78,24.2,86.0,0
0.02301,0.02295,15.06,15.05,24.0,92.0,0
0.04917,0.04913,11.12,11.11,21.5,300.0,1
0.02515,0.02514,10.22,10.21,27.3,21.0,0
0.02964,0.02964,9.09,9.08,24.1,89.0,0
0.03087,0.03086,25.48,25.48,20.7,430.0,1
0.04828,0.04824,7.11,7.1,26.1,36.0,0
0.04628,0.03901,12.48,12.48,24.6,72.0,0
0.03242,0.01888,10.79,10.78,26.1,37.0,0
0.04985,0.04981,17.57,17.57,21.6,280.0,1
0.0437,0.04085,2.68,2.66,24.8,65.0,0
0.03146,0.03138,4.79,4.77,23.0,150.0,0
0.01555,0.00456,12.21,12.19,24.5,75.0,1
0.02657,0.02657,9.24,9.23,25.5,47.0,0
0.03967,0.03967,10.8,10.8,20.5,480.0,1
0.03866,0.00227,6.72,6.71,26.3,33.0,1
0.0414,0.03834,4.41,4.4,26.2,34.0,0
0.03348,0.01829,11.92,11.91,25.0,59.0,0
0.03237,0.00418,12.54,12.54,23.6,120.0,1
0.04149,0.04149,18.2,18.19,22.3,210.0,0
0.02993,0.02984,4.46,4.44,25.9,39.0,0
0.01523,0.01512,9.7,9.68,23.1,140.0,0
0.03892,0.03891,7.02,7.01,21.4,310.0,1
0.03649,0.03649,10.48,10.47,23.2,130.0,0
0.03815,0.03815,20.39,20.38,20.2,540.0,1
0.02855,0.02852,17.66,17.65,19.3,820.0,1
0.04863,0.04861,1.61,1.58,23.0,150.0,0
0.01818,0.01809,6.44,6.41,26.9,24.0,0
0.02026,0.02005,18.62,18.61,23.8,110.0,0
0.01101,0.01098,17.42,17.41,20.5,470.0,1
0.026,0.00205,8.47,8.46,20.6,460.0,1
0.04968,0.04957,5.94,5.93,23.9,98.0,0
0.03467,0.01637,15.12,15.12,27.8,16.0,0
0.03034,0.01353,9.77,9.76,26.0,38.0,0
0.04528,0.04524,10.17,10.17,21.9,250.0,1
0.03795,0.03714,4.84,4.83,28.3,13.0,0
0.03368,0.03366,21.98,21.98,21.2,340.0,1
0.04703,0.04699,13.11,13.1,21.3,330.0,1
0.03302,0.01598,10.92,10.91,25.1,57.0,0
0.04525,0.04499,7.08,7.07,23.9,99.0,0
0.0423,0.04202,7.7,7.69,24.9,62.0,0
0.03721,0.03673,8.24,8.23,23.5,120.0,0
0.0125,0.01152,5.6,5.57,27.6,18.0,0
0.04199,0.01455,18.1,18.1,22.5,190.0,0
0.03904,0.032,4.12,4.1,25.1,57.0,0
0.0464,0.00841,8.5,8.49,24.3,82.0,1
0.02596,0.01882,15.08,15.07,25.0,59.0,0
0.02938,0.02828,7.99,7.98,25.1,57.0,0
0.04581,0.03489,4.39,4.38,22.9,150.0,0
0.03756,0.03707,26.53,26.53,19.9,620.0,1
0.0202,0.00243,10.96,10.95,23.7,110.0,1
0.03705,0.01332,17.41,17.41,26.3,33.0,0
0.04605,0.00431,4.48,4.46,26.3,33.0,1
0.03449,0.03449,10.67,10.66,20.5,480.0,1
0.04757,0.03967,18.49,18.49,22.3,210.0,0
0.03326,0.01762,10.8,10.8,27.4,19.0,0
0.0219,0.0198,10.29,10.28,22.5,180.0,0
0.03626,0.02774,10.76,10.75,24.0,94.0,0
0.04751,0.0419,6.31,6.3,25.8,41.0,0
0.04708,0.04708,5.5,5.49,21.6,290.0,1
0.04569,0.04379,2.04,2.01,24.4,78.0,0
0.02153,0.02127,10.53,10.52,25.7,43.0,0
0.02784,0.02783,4.87,4.86,21.6,280.0,1
0.01984,0.01984,12.53,12.52,22.6,180.0,0
0.02028,0.02026,3.88,3.85,24.7,69.0,0
0.02034,0.02031,19.17,19.16,20.1,580.0,1
0.03806,0.03805,11.79,11.79,19.2,850.0,1
0.04257,0.04205,3.35,3.33,23.7,110.0,0
0.00556,0.00464,9.43,9.38,24.7,68.0,1
0.04387,0.04387,20.24,20.24,19.3,820.0,1
0.04091,0.04036,13.25,13.24,25.7,43.0,0
0.03215,0.03215,9.83,9.82,24.8,65.0,0
0.02393,0.02392,11.53,11.52,24.8,65.0,0
0.0477,0.04768,8.5,8.49,26.2,34.0,0
0.02843,0.02543,12.07,12.06,25.2,54.0,0
0.02292,0.00378,14.71,14.7,23.6,110.0,1
0.01872,0.01821,13.03,13.02,25.6,45.0,0
0.02495,0.02494,15.56,15.56,22.9,160.0,0
0.01819,0.01772,5.65,5.62,26.7,27.0,0
0.00897,0.00646,10.4,10.37,26.8,26.0,1
0.04956,0.03184,8.08,8.08,25.2,55.0,0
0.04936,0.03338,10.19,10.18,25.1,58.0,0
0.01844,0.00161,7.52,7.5,26.9,25.0,1
0.0296,0.02136,5.72,5.7,24.4,78.0,0
0.04817,0.04817,6.56,6.55,22.2,220.0,0
0.03048,0.01217,4.72,4.7,24.9,64.0,0
0.03456,0.03452,10.02,10.01,22.3,210.0,0
0.0192,0.01919,4.94,4.91,24.2,86.0,0
0.01054,0.00851,7.02,6.99,27.4,20.0,1
0.04118,0.04115,4.65,4.63,23.6,110.0,0
0.01763,0.01747,23.28,23.27,19.8,650.0,1
0.01718,0.01717,4.72,4.69,24.4,78.0,0
0.04294,0.00108,14.45,14.44,30.7,4.4,1
0.03979,0.03979,25.6,25.6,19.0,950.0,1
0.0374,0.03714,11.1,11.09,20.6,440.0,1
0.00458,0.00418,8.64,8.57,22.1,220.0,1
0.01814,0.00676,2.86,2.81,27.5,19.0,1
0.03674,0.03223,14.19,14.18,24.4,78.0,0
0.03173,0.0215,5.87,5.85,26.0,38.0,0
0.04079,0.04078,26.52,26.52,19.6,700.0,1
0.03599,0.03063,6.48,6.47,26.1,36.0,0
0.03837,0.03709,8.03,8.02,24.5,75.0,0
0.04303,0.02652,15.58,15.57,22.4,200.0,0
0.01728,0.01728,14.17,14.15,19.1,920.0,1
0.02546,0.02372,17.14,17.13,20.1,560.0,1
0.04269,0.04267,5.33,5.32,21.9,250.0,1
0.03892,0.03891,14.3,14.3,21.6,280.0,1
0.02588,0.01058,11.87,11.87,26.8,26.0,0
0.03979,0.03979,10.8,10.8,20.5,480.0,1
0.04252,0.04252,16.27,16.27,22.2,220.0,0
0.04632,0.04631,13.99,13.99,21.6,280.0,1
0.00804,0.00804,8.4,8.36,26.7,27.0,1
0.04916,0.04349,15.91,15.9,24.8,66.0,0
0.00826,0.00825,6.15,6.09,25.4,49.0,1
0.02328,0.02327,17.92,17.92,20.3,520.0,1
0.046,0.04589,3.12,3.1,27.5,19.0,0
0.04513,0.04513,9.4,9.4,25.6,45.0,0
0.03094,0.03094,18.48,18.47,24.1,90.0,0
0.04589,0.04567,14.37,14.36,20.0,600.0,1
0.02009,0.02009,15.37,15.36,23.6,110.0,0
0.0474,0.0474,12.61,12.61,21.2,340.0,1
0.03235,0.02248,4.84,4.83,25.4,49.0,0
0.04302,0.04302,10.48,10.47,20.7,430.0,1
0.0325,0.02756,6.24,6.23,23.3,130.0,0
0.04033,0.04,7.07,7.06,24.4,77.0,0
0.02854,0.02851,16.56,16.55,20.3,520.0,1
0.0475,0.04465,16.13,16.12,23.7,110.0,0
0.00996,0.00548,11.14,11.11,23.4,120.0,1
0.02573,0.02427,8.41,8.4,25.6,45.0,0
0.03318,0.03262,18.29,18.29,21.1,370.0,1
0.04892,0.04891,8.71,8.7,22.8,160.0,0
0.04142,0.03631,7.13,7.13,24.8,65.0,0
0.04173,0.00884,27.72,27.72,21.0,370.0,1
0.0274,0.02737,17.45,17.44,21.5,300.0,1
0.01792,0.0129,11.15,11.13,22.7,170.0,0
0.02795,0.02772,7.13,7.12,22.3,210.0,0
0.00514,0.00514,8.4,8.34,22.4,200.0,1
0.04931,0.04897,7.79,7.78,20.4,490.0,1
0.04382,0.00904,3.27,3.25,27.5,19.0,1
0.04191,0.03898,5.67,5.66,24.7,68.0,0
0.02325,0.02208,13.01,13.01,25.1,57.0,0
0.03037,0.03036,7.32,7.31,24.2,86.0,0
0.03353,0.03353,11.77,11.76,20.7,430.0,1
0.03918,0.03905,5.63,5.61,21.7,270.0,1
0.02604,0.02498,13.1,13.09,24.9,62.0,0
0.03525,0.03481,19.48,19.48,24.4,78.0,0
0.02982,0.01774,7.94,7.93,23.5,120.0,0
0.01787,0.01787,1.98,1.9,27.5,19.0,0
0.04898,0.04898,8.17,8.16,23.5,120.0,0
0.01883,0.01785,9.76,9.74,22.2,220.0,0
0.03926,0.03926,14.94,14.94,19.9,610.0,1
0.02059,0.02039,8.48,8.46,24.0,94.0,0
0.01566,0.01246,8.47,8.45,23.6,110.0,0
0.02622,0.00116,10.44,10.43,26.8,26.0,1
0.04914,0.04913,8.68,8.68,22.5,190.0,0
0.04857,0.04853,14.73,14.73,21.7,270.0,1
0.00519,0.00518,24.99,24.97,19.1,880.0,1
0.0404,0.04039,8.68,8.67,26.2,34.0,0
0.01217,0.01194,15.56,15.55,25.1,57.0,0
0.03123,0.03122,10.45,10.44,21.1,360.0,1
0.04806,0.04486,6.63,6.63,23.0,150.0,0
0.04836,0.01343,13.04,13.03,28.1,14.0,0
0.04884,0.02797,17.86,17.85,24.4,80.0,0
0.02407,0.0203,8.93,8.92,19.4,800.0,1
0.02326,0.02325,23.56,23.55,20.8,420.0,1
0.01746,0.00791,9.98,9.97,26.4,31.0,1
0.03246,0.01875,9.97,9.96,25.3,52.0,0
0.01864,0.01431,6.97,6.95,26.3,33.0,0
0.03922,0.02182,3.88,3.87,23.9,99.0,0
0.04913,0.04906,8.9,8.9,21.5,300.0,1
0.03607,0.03606,12.92,12.92,20.9,390.0,1
0.03226,0.03226,15.27,15.27,19.4,770.0,1
0.03927,0.03571,2.42,2.39,26.3,33.0,0
0.04083,0.01399,11.01,11.0,26.7,27.0,0
0.04807,0.04807,4.6,4.59,25.4,48.0,0
0.0452,0.04514,5.39,5.38,22.2,220.0,0
0.02768,0.02768,27.69,27.68,21.5,300.0,1
0.04945,0.04901,16.89,16.88,21.6,290.0,1
0.01693,0.01692,11.18,11.17,23.5,120.0,0
0.04195,0.04195,4.66,4.65,23.6,110.0,0
0.02738,0.02651,4.61,4.59,27.0,24.0,0
0.0411,0.01829,1.97,1.94,26.6,28.0,0
0.04588,0.04088,10.42,10.42,23.8,100.0,0
0.02771,0.02262,5.14,5.12,27.3,21.0,0
0.03541,0.03541,12.43,12.42,22.3,210.0,0
0.01781,0.01516,7.33,7.31,24.9,62.0,0
0.04598,0.04585,14.65,14.65,23.7,110.0,0
0.03871,0.0386,12.47,12.47,21.9,240.0,1
0.03862,0.0049,11.82,11.82,24.2,86.0,1
0.04843,0.03892,7.25,7.24,27.5,19.0,0
0.01518,0.01512,12.56,12.54,22.4,200.0,0
0.02617,0.02616,8.62,8.6,20.4,490.0,1
0.01313,0.01285,8.41,8.39,22.1,220.0,0
0.03563,0.02586,6.01,5.99,25.6,45.0,0
0.01845,0.01843,2.05,1.98,27.5,19.0,0
0.03038,0.03036,9.11,9.1,22.6,180.0,0
0.04931,0.04913,18.13,18.12,22.9,160.0,0
0.02296,0.02293,9.61,9.6,19.3,820.0,1
0.02689,0.01546,11.61,11.6,28.5,12.0,0
0.04687,0.04619,3.83,3.82,26.4,31.0,0
0.03136,0.01146,23.36,23.35,20.0,590.0,1
0.02388,0.0226,8.7,8.69,21.8,260.0,1
0.04152,0.04149,8.43,8.43,24.7,68.0,0
0.03593,0.03516,10.83,10.82,25.3,52.0,0
0.04962,0.0485,7.63,7.63,24.6,71.0,0
0.0377,0.0211,13.17,13.17,25.6,45.0,0
0.04914,0.03892,14.43,14.42,25.6,45.0,0
0.04694,0.01559,10.76,10.76,25.2,54.0,0
0.02263,0.02209,19.46,19.46,24.6,73.0,0
0.02951,0.0295,9.93,9.92,24.6,71.0,0
0.01962,0.01109,3.63,3.59,25.9,39.0,0
0.00932,0.00352,7.99,7.95,27.9,16.0,1
0.02553,0.02545,7.82,7.8,25.4,49.0,0
0.04097,0.04081,15.91,15.9,20.0,590.0,1
0.02185,0.02184,10.93,10.91,21.7,270.0,1
0.04466,0.04325,5.61,5.6,23.8,100.0,0
0.03597,0.00139,3.22,3.2,25.2,54.0,1
0.04911,0.04896,19.15,19.15,21.7,270.0,1
0.02998,0.0294,21.87,21.86,20.0,590.0,1
0.02241,0.02239,7.8,7.79,25.0,59.0,0
0.03254,0.02797,8.17,8.16,25.3,51.0,0
0.02771,0.00433,11.62,11.61,22.3,210.0,1
0.02042,0.01721,11.0,10.99,26.5,29.0,0
0.01383,0.01382,4.57,4.53,24.1,89.0,0
0.04938,0.04831,10.63,10.63,24.2,86.0,0
0.03563,0.03333,8.77,8.76,26.6,29.0,0
0.03597,0.00895,13.69,13.69,22.1,230.0,1
0.0353,0.03528,1.4,1.35,27.5,19.0,0
0.00449,0.00447,13.88,13.84,21.9,250.0,1
0.03097,0.02718,16.84,16.84,26.4,31.0,0
0.00728,0.00681,9.38,9.34,23.1,140.0,1
0.04188,0.04188,11.31,11.31,23.7,110.0,0
0.02652,0.02649,4.77,4.75,26.6,28.0,0
0.02874,0.02295,6.27,6.25,24.6,70.0,0
0.04417,0.04394,10.23,10.23,26.9,25.0,0
0.00078,0.00078,10.25,9.91,26.8,26.0,1
0.04771,0.04744,4.54,4.53,25.7,44.0,0
0.04714,0.04709,9.84,9.83,22.5,190.0,0
0.03562,0.03115,4.47,4.45,24.8,64.0,0
0.04115,0.04115,20.09,20.09,21.6,280.0,1
0.04203,0.03977,9.54,9.53,21.8,250.0,1
0.03342,0.03342,11.53,11.53,25.2,54.0,0
0.01318,0.01317,12.51,12.49,21.7,270.0,1
0.03664,0.03664,8.76,8.75,26.2,34.0,0
0.00603,0.00595,11.88,11.85,26.4,31.0,1
0.03906,0.03906,15.02,15.02,24.8,65.0,0
0.04271,0.0369,10.93,10.92,23.4,130.0,0
0.02418,0.02417,6.13,6.12,24.6,71.0,0
0.04904,0.0482,12.25,12.24,24.4,80.0,0
0.01596,0.01593,10.87,10.86,25.2,54.0,0
0.04183,0.04183,21.7,21.7,19.1,890.0,1
0.04491,0.04491,8.51,8.51,22.0,240.0,1
0.03932,0.03786,10.03,10.02,22.7,170.0,0
0.04074,0.01119,6.32,6.31,27.5,19.0,0
0.01985,0.01937,5.04,5.01,22.4,200.0,0
0.03643,0.02618,10.55,10.54,26.3,33.0,0
0.04888,0.03214,10.97,10.96,24.7,68.0,0
0.03501,0.02837,5.77,5.76,25.1,56.0,0
0.03646,0.03646,15.64,15.63,20.6,440.0,1
0.0397,0.02319,17.05,17.04,22.8,160.0,0
0.02957,0.02956,13.5,13.49,21.4,310.0,1
0.03598,0.03597,27.3,27.3,20.7,440.0,1
0.01749,0.0142,6.95,6.93,26.3,33.0,0
0.02856,0.02601,11.48,11.47,22.6,180.0,0
0.04447,0.03417,7.24,7.23,26.9,24.0,0
0.03294,0.02184,6.23,6.21,23.4,120.0,0
